ar,cz,norm,cat_id,root_id,stem,stem_vowel,plural,masdar,val,transcription,meaning_variant,synonyms_ids,tags_ids,examples_ids,source_ids,disabled
لعب (ـَـ),hrát,,[7],358,[7],,,,,,,,,,[20],false
لَعْبٌ (ألعابٌ),hra,,[9],358,,,,,,"laʿbun, alʿābun",,,"[85,88]",,"[15,20]",false
مَطَرٌ (أمطار),déšť,,[9],90,,,,,,maṭarun (amṭārun),,,"[48,59,64]",,"[1,15,20]",false
وَالِدٌ/وَالِدةٌ (آبَاءٌ),otec/matka,,,32,,,,,,,,,[65],,[20],false
ألمَانِيَّا,Německo,,,87,,,,,,,,,"[18,22,71,74]",,[20],false
بِالتحديدِ,přesně,,[2],359,,,,,,,,,[48],,"[1,20]",false
تخريجٌ,"promoce, slavnostní vyřazení absoloventů",,[9],53,,,,,,taḫrīǧun,,,"[19,89]",,"[15,20]",false
عُطْلَةٌ (عُطَل),"volno, prázdniny",,,360,,,,,,,,,[20],,[20],false
عطلةُ نِهايةِ الاُسبوعِ,víkend,,,360,,,,,,,,,[20],,[20],false
بسُرعَةٍ,rychle,,[2],140,,,,,,,,,,,[20],false
شَخْصِيَّاً,osobně,,[2],361,,,,,,,,,,,[20],false
شبهُ جزيرةِ سيناءُ,Sinajský poloostrov,,,362,,,,,,,,,[22],,[20],false
موسمٌ سياحيٌّ,turistická sezona,,,325,,,,,,,,,[63],,[20],false
رسالةٌ قصيرةٌ,SMS,,,363,,,,,,,,,[73],,[20],false
شبكة الإنترنيت,internetová síť,,,364,,,,,,,,,[73],,[20],false
مقَدَماً/سلناً,v budoucnosti,,[2],152,,,,,,,,,[35],,[20],false
ثامنة,osmý,,"[1,4]",365,,,,,,,,,,,[20],false
دَارٌ (دُورٌ),lepší dům - fem.,,,182,,,,,,dārun dūrun,,,[9],,[20],false
مُؤَسَّسة (ـات),instituce,,,170,,,,,,,,,"[46,50]",,[20],false
تماماً,"zcela, naplno",,[2],366,,,,,,,,,,,[20],false
كلاب = بوبي,pes,,,367,,,,,,,,,[84],,[20],false
بَرْدٌ,zima (chlad),,,269,,,,,,,,,[50],,[20],false
المجر,Maďarsko,,,87,,,,,,,,,"[18,22,71,74]",,[20],false
مُثلَّج,ledový,,[1],275,,,,,,,,,[48],,"[1,20]",false
ذاتِيَّةٌ,"osobnost, identita",,,368,,,,,,,,,"[35,46,50]",,[20],false
اِسْتَخْدَامٌ,"užití, použití",,[9],369,,,,,,istiḫdāmun,,,"[48,50]",,"[1,6,20]",false
وَلَدَ (ـِـ),"porodit, mít dítě",,[7],32,[7],,,,,,,,"[6,67]",,[20],false
مَعُونَةٌ مَالِيَّةٌ,finanční pomoc,,,370,,,,,,,,,"[46,48]",,"[1,20]",false
أمير البحر,admirál,,,348,,,,,,,,,[60],,[20],false
إِمكَانِيَّة,"možnost, schopnost",,,40,,,,,= إمكان,,,,"[48,50]",,"[1,20]",false
أُسطُولٌ (أساطيلُ),flotila,,,371,,,,,,,,,[50],,[20],false
تَلَقٍّ,"přijetí, získání, recepce (znalosti, umu)",,,372,,,,,< تَلَقَّى,,,,"[19,35,50]",,[20],false
اِستقبال حافلٌ,slavnostní přijetí,,,179,,,,,,,,,"[46,48]",,"[1,20]",false
محيطُ الاطلسيِّ,Atlantský oceán,,,373,,,,,,,,,"[22,35]",,[20],false
اِسْتَنْتَجَ,"vyvodit, vydedukovat, přijít na něco",,[7],374,[12],,,,,istantaǧa,,,[48],,"[1,6,20]",false
سفينة (سُفُنٌ),"loď, plavidlo",,,375,,,,,,,,,[12],,[20],false
تزوَّج,"oženit se (s), vdát se (za)",,[7],376,[11],,,,من,tazawwaǧa,,,"[5,67]",,"[20,23]",false
بحّر,plout po moři,,[7],377,[4],,,,,baḥḥara,,,,,[20],false
شَاقٌّ,"únavný, vysilující, úmorný",,[1],378,,,,,,,,,[48],,"[1,20]",false
مُسْتَقْمَرة,kolonie,,,379,,,,,,,,,"[22,24,48]",,"[1,20]",false
تَنْقِيبٌ,"průzkum, hledání (čeho), pátrání (po)",,[9],380,,,,,عن,tanqībun,,,[50],,"[17,20]",false
أمواج البحر,mořské vlny,,,381,,,,,,,,,[22],,[20],false
أرضٌ (أراضٍ),"země, půda, území",,,382,,,,,,,,,[22],,[20],false
"حجز (ـِـ, حَجْرٌ)","zamluvit, rezervovat",,[7],43,[7],,,,,,,,,,[20],false
نَتيجة (نتائجُ),"výsledek, důsledek, následek",,,374,,,,,,,,,[50],,[20],false
أُجرة (أُجُور),poplatek,,,383,,,,,,,,,[46],,[20],false
بِدُونِ,bez,,[6],384,,,,,,,,,,,[20],false
تَأْشِيرَةُ دُخُولٍ,vstupní vízum,,[9],385,,,,,,duplicita,,,"[10,46,63]",,"[16,20]",false
بِتحديدِ,přesně,,[2],359,,,,,,,,,,,[20],false
تحديد,"stanovení, určení, vymezení",,,359,,,,,,taḥdīdun,,,,,[20],false
مَقَالٌ,článek (o),,[9],109,,,,,(عن),maqālun,,,[61],,[20],false
بِفَضْلِ,"díky, zásluhou (něčeho)",,[2],386,,,,,,bifaḍli,,,,,"[16,20]",false
دُبَيْ,Dubaj,,,362,,,,,,,,,"[22,40]",,[20],false
مؤخرا,nedávno,,[2],171,,,,,,muʾaḫḫaran,,,[48],,"[1,16]",false
تأشيرة,vízum,,[9],385,,,,,,taʾšīratun,,,[47],,"[16,28,32]",false
بُرْجٌ (أَبْرَاجٌ),věž,,[9],387,,,,,,burǧun (abrāǧun),,,"[24,41]",,"[16,20]",false
تَبَيَّنَ أنَّ...,"ukázalo se, že...",,[5],174,,,,,,tabajjana anna...,,,,,[16],false
جَوَازُ (ات) سفرٍ,(cestovní) pas,,[9],388,,,,,,ǧawāzu safarin,,,[35],,[16],false
حديث,"vyprávění, rozhovor, interview",,[9],133,,,,,,ḥadīṯun (aḥādīṯu),,,[35],,[16],false
حفظ,"zapamatovat si, naučit se zpaměti",,[7],389,[7],,,,,ḥafiẓa jaḥfaẓu,,,,,[16],false
حَلَمَ (ـُ),snít (o),,[7],390,[7],,,,بـ,ḥalama jaḥlumu bi,,,,,[16],false
حَالًا,"ihned, okamžitě",,[2],78,,,,,,ḥālan,,,,,"[16,20]",false
بالذات,"právě, přesně",,[2],368,,,,,,bi-l-ḏḏāti,,,[35],,[16],false
رَأْيٌ,názor (na),,[9],118,,,,,في,raʾjun (ārāʾun),,,,,[16],false
سهولة,snadnost,,[9],35,,,,,,suhūlatun,,,,,[16],false
بِسُهُولَةٍ,"snadno, jednoduše",,[2],35,,,,,,bisuhūlatin,,,,,"[16,20]",false
شَارِعٌ (شَوَارِعُ),ulice,,[9],391,,,,,,šāriʿun šawāriʿu,,,,,[16],false
مُشْتَرَك,společný,,[1],392,,,,,,muštarakun,,,,,"[16,20]",false
شَمْسٌ (شُمُوسٌ),slunce,,[9],393,,,,,,šamsun (šumūsun),,,[64],,"[16,20]",false
عبارة,"výraz, fráze",,[9],394,,,,,,ʿibāratun,,,,,[16],false
اِعْدَادٌ,příprava,,[9],290,,,,,,iʿdādun,,,"[35,48]",,"[1,16]",false
تعليمات,pokyny,,[9],97,,,,,,taʿlīmātu,,,[50],,"[16,20]",false
غيّرٌ,jiný (než) (1); ne- (2),,"[1,6]",395,,,,,+ zájm.suf.,ġajrun,,,[35],"غيره, غيرهنّ","[16,20]",false
مَغْرِبِيٌّ (مَغَارِبُة),"Maročan, marocký",,"[1,9]",232,,,,,,maġribījun maġāribatun,,,"[18,22,33,35,74]",,"[16,20]",false
فَنِّيٌّ,umělecký,,[1],270,,,,,,fannījun,,,,,[16],false
فقط,"jenom, pouze",,[2],396,,,,,,faqaṭ,,,,,"[16,20]",false
لم يَكُنْ منهُ إلاّ أنْ,"nezbývalo mu, než...",,[5],397,,,,,,lam jakun minhu illā an,,,[63],,[16],false
لوازم,"nezbytnosti, nutné, potřebné věci nutné; požadavky",,[9],398,,,,,,lawāzimu,,,"[48,50]",,"[1,16,20]",false
إِمْكَانٌ,"možnost, schopnost",,[9],40,,,,,,imkānun,,إِمكَانِيَّة [imkánijatun],,,[16],false
مَمْلَكَةٌ (مَمَالِكُ),království,,[9],399,,,,,,mamlakatun (mamāliku),,,,,[16],false
(و) هكذا,(a) tak,,[8],24,,,,,,(wa) hākadhā (pīše se se zāvěsným alifem nad h),,,,,"[16,20]",false
اِهْتِمامٌ (ات),zájem,,[9],210,[8],,,,,ihtimāmun,,,"[19,50]",,"[16,20]",false
كليةُ الهندسةِ المعماريةِ,"fakulta architektury, architektonická fakulta",,[9],224,,,,,,kullījatu -l-handasati -l-miʿmārījati,,,"[63,89]",,"[16,20]",false
ربّى,"chovat, vychovávat",,[7],400,[4],,,,هـ/ه,rabbā,,,"[3,67]",,"[10,20]",false
شَاهَدَ,"zahlédnout, prohlédnout si, dívat se na TV, vzhlédnout na",,[7],314,[3],,,,هـ,šāhada mušāhadatun,,,,,[20],false
حُلْمٌ (أَحْلامٌ),sen,,,390,,,,,,,,,[50],,[20],false
جائِزَة (جَوَائِزُ),"ocenění, cena",,,401,,,,,,,,,[50],,[20],false
لاجئٌ (ون),uprchlík,,,402,,,,,,,,,[33],,"[20,26]",false
وَعْدٌ (وُعُودٌ),slib,,,233,,,,,,,,,"[48,50]",,"[1,20]",false
اِنتخابات,volby,,,403,,,,,,,,,[46],,[20],false
حزب (أحزاب),strana (politická),,,404,,,,,,,,,[46],,[20],false
مُزارِعٌ,zemědělec,,,52,,,,,,,,,[60],,[20],false
مزرعة (مزارع),"farma, statek, zemědělská usedlost",,,52,,,,,,,,,[9],,[20],false
خِنْزِيرٌ (خَنَازِيرُ),"""prase, """"čuňátko""""""",,,405,,,,,,,,,[84],,[20],false
حُرِّيَّة,svoboda,,,134,,,,,,,,,[50],,[20],false
فصلٌ (فُصُولٌ) دِراسيٌّ,semestr,,,406,,,,,,,,,[89],,[20],false
هذه المرَّةَ,tentokrát,,[2],323,,,,,,,,,,,[20],false
"نَالَ (ـَـ) نَيْلٌ, نوْل, نوْالُ","udělit, dát, věnovat, darovat",,[7],258,[7],,,,,,,,"[48,67]",,"[1,20]",false
رَأَس (رؤُوس),hlava,,,15,,,,,,,,,[76],,[20],false
وَجَعٌ (أوجاعٌ),bolest (1); onemocnění (2),,,352,,,,,,,,,"[48,50,54,82]","وَجَعُ رَأْسٍ bolest hlavy, starost","[1,20,31]",false
متحف (متاحف),muzeum,,,407,,,,,,,,,"[9,41]",,[20],false
مصرح (مصارح),divadlo,,,408,,,,,,,,,"[9,41]",,[20],false
تُحْفَة (تُحَفٌ),exponát,,,407,,,,,,,,,"[62,78]",,[20],false
اِنْتَهَزَ فرصةً,"využít příležitosti, chopit se příležitosti",,[5],409,,,,,,intahaza furṣatan,,,[63],,"[3,9,20]",false
وَطَنٌ (أوْطان),vlast,,,410,,,,,,,,,[24],,[20],false
أَصْلٌ (أُصُولٌ),původ,,,411,,,,,,,,,[50],,[20],false
جِنْسِيَّة,občanství,,,412,,,,,,,,,[50],,[20],false
في أكثرِ الأحوالِ,v každém případě,,[5],78,,,,,,,,,,,[20],false
"شاءَ (ـَـ, مُشِيئَةٌ)",přát si,,[7],353,[7],,,,,,,,"[5,48,67]",,"[1,20]",false
حَضَرَ (ـُـ),dostavit se (někam),,[7],9,[7],,,,إلى,,,,[48],,"[1,20]",false
أكَّدَ,"ujistit (o něčem), dosvědčit (1); zdůraznit (2)",,[7],293,[4],,,,لـ هـ/أن; على,akkada,,,"[6,67]",,"[1,20]",false
صدّق,"věřit, že někdo mluví pravdu; potvrdit, ověřit správnost",,[7],413,[4],,,,,,,,[35],,[20],false
غادر (مُغَادَرَة),odjet (odněkud někam),,[7],85,[3],,,,هـ إلى,ġādara muġādaratun,,,,,[20],false
حسّن,zkrášlit něco,,[7],414,[4],,,,هـ,ḥassana,,,,,[20],false
بشكلٍ غريب,zvláštním způsobem,,[5],37,,,,,,,,,,,[20],false
صحراءٌ (صحارى/صحراوات),poušť,,,415,,,,,,,,,[22],,[20],false
فقير (فُقَارَاءُ),chudý,,[1],416,,,,,,,,,,,[20],false
مواطن,občan,,,410,,,,,,,,,"[33,48]",,"[1,20]",false
مثل + هذه + الــهٍ,"takový, takový, takové",,"[1,3]",417,,,,,,,,,,,[20],false
أُمٌّ (أُمُّوهاتٌ),"mamka (matka, obecně)",,,418,,,,,,,,,[65],,[20],false
أّبٌ (آباءٌ),"táta (otec, obecně)",,,419,,,,,,,,,[65],,[20],false
بِنْتٌ (بَنَات),dcera,,,420,,,,,,,,,[65],,[20],false
اِبنٌ (بَنُون/أَبناءٌ),syn,,,421,,,,,,,,,[65],,[20],false
أَخٌ (أًخوانٌ/إِخوة),bratr,,,422,,,,,,,,,[65],,[20],false
أُختٌ (أُخواتٌ),sestra,,,423,,,,,,,,,[65],,[20],false
"خال, خالة (خلانٌ/ات)","strýc (bratr matky), teta (sestra matky)",,,424,,,,,,,,,[65],,[20],false
بنتُ/اِبنُ الخَالِ(ة),bratranec (sestřenice) ze strany matky,,,425,,,,,,,,,[65],,[20],false
بنتُ/اِبنُ العَمِّ(ة),bratranec (sestřenice) ze strany otce,,,100,,,,,,,,,"[48,65]",,"[1,20]",false
زوْجُ/زوجةُ الخالِ(ة),přiženěný strýc (teta) ze strany matky,,,376,,,,,,,,,[65],,[20],false
زوْجُ/زوجةُ العمِّ(ة),přiženěný strýc (teta) ze strany otce,,,376,,,,,,,,,"[48,65]",,"[1,20]",false
عمٌّ / عمّةٌ,"strýc (bratr otce), teta (sestra otce)",,,100,,,,,,,,,[65],,[20],false
حمٌّ (أَحْمَاءٌ),tchán,,[9],426,,,,,,"ḥammun, aḥmāʾun",,,"[48,65]",,"[1,17,20]",false
حماة (حموات),tchýně,,[9],426,,,,,,"ḥamāatun, ḥamawātun",,,[65],,"[17,20]",false
زوجة اِبني,zeťová,,,376,,,,,,,,,[65],,[20],false
زوج بنتي,zeť,,,376,,,,,,,,,[65],,[20],false
مات (ـُ) مَوْتٌ,zemřít,,[7],427,[7],,,,,māta,,,"[5,67]",,"[6,20]",false
"دعا (ـُـ, دَعْوَةٌ)",pozvat,,[7],115,[7],,,,,,,,"[3,67]",,[20],false
بقي,zůstat,,[7],428,[7],,,,,,,,"[3,67,79]",,[20],false
قدر (ـِ) قُدْرَةٌ/مقْدَرَة,"moci, být schopen (spíš zálžitost dialektů, MSA spíš istaTá3a)",,[7],429,[7],,,,على,,,,,,[20],false
"قاد (ـُـ, قيادة)",řídit,,[7],430,[7],,,,,,,,"[32,67]",,[20],false
"خرج (ـُـ, خروج)",odejít,,[7],53,[7],,,,,,,,,,[20],false
"بَدَاَ (ـُـ, -)","zdát se, jevit se",,[7],120,[7],,,,,,,,[67],,[20],false
طابعٌ (طوَابِعُ),"ráz, charakter, otisk, známka",,,191,,,,,,,,,"[46,48]",,"[1,20]",false
أَلَمٌ (آلام),"bolest, bol, utrpení",,,431,,,,,,,,,[54],,[20],false
كيف تَسِيرُ الأُمُورِ؟,Jak to jde?,,[5],121,,,,,,,,,,,[20],false
حَرْبٌ أَهْلِيّة,občanská válka,,,253,,,,,,,,,[77],,"[20,23]",false
إِمْتِحَانَاتُ القُبُولِ,přijímací zkoušky,,,271,,,,,,,,,"[48,89]",,"[1,20]",false
أَقْلَعَ,"vzlétnout, startovat",,[7],432,[5],,,,,,,,,,"[20,23]",false
أَجَادَ,"dobře umět, dobře ovládat",,[7],6,[5],,,,هـ,,,,"[5,67]",,"[20,23]",false
"كشف (ـِـ, كَشْفٌ) {1}","vyšetřit, prohlédnout někoho",,[7],433,[5],,,,على,kašafa (jakšifu) kašfun ʿalā,,,[82],,"[20,23,31]",false
أجدادنا,naši předci,,[9],328,,,,,,aǧdādunā,,,,,[17],false
خَالٌ (خِيلَانٌ),bratr matky (strýc),,[9],424,,,,,,"ḫālun, ḫīlānun",,,,,[17],false
خالة (ات),sestra matky (teta),,[9],424,,,,,,ḫālatun,,,,,[17],false
"عمّ , أعمام",bratr otce (strýc),,[9],100,,,,,,"ʿammun, aʿmāmun",,,,,[17],false
